PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;4;1;28079004_1_38;2021;07;16;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;N;00008;V;00008;V;00008;N;00008;V;00007;V;00006;V;00006;V;00006;V;00006;V;00005;V;00005;V;00005;V;00006;V;00006;V;00007;V
28;079;4;1;28079004_1_38;2021;07;17;00007;V;00008;V;00007;V;00008;V;00008;V;00008;V;00008;V;00009;V;00010;N;00009;V;00008;V;00007;V;00009;N;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V;00006;V;00006;V;00007;N
28;079;4;1;28079004_1_38;2021;07;18;00009;N;00007;V;00007;V;00007;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00007;V;00007;V;00006;V;00006;V;00006;V;00006;V;00005;V;00006;V;00006;V;00005;V;00005;V;00006;V;00007;V
28;079;4;1;28079004_1_38;2021;07;19;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00009;V;00010;N;00009;V;00009;V;00008;V;00008;V;00007;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V;00005;V;00006;V;00006;V;00007;V
28;079;4;1;28079004_1_38;2021;07;20;00008;V;00008;V;00008;V;00008;V;00008;V;00009;V;00008;V;00009;V;00011;V;00011;V;00009;V;00008;V;00007;V;00007;V;00006;V;00007;V;00007;V;00006;V;00006;V;00005;V;00005;V;00006;V;00007;V;00007;V
28;079;4;1;28079004_1_38;2021;07;21;00008;V;00008;V;00008;V;00008;V;00009;V;00009;V;00008;V;00010;V;00011;V;00009;V;00008;V;00009;V;00007;V;00006;V;00006;V;00007;V;00007;V;00006;V;00006;V;00005;V;00005;V;00006;V;00006;V;00007;V
28;079;4;1;28079004_1_38;2021;07;22;00007;V;00012;V;00008;V;00008;V;00009;V;00009;V;00009;V;00010;V;00013;V;00010;V;00008;V;00007;V;00007;V;00006;V;00006;V;00007;V;00007;V;00006;V;00007;V;00007;V;00006;V;00006;V;00006;V;00007;V
28;079;4;1;28079004_1_38;2021;07;23;00007;V;00008;V;00009;V;00008;V;00008;V;00008;V;00008;V;00010;V;00014;V;00011;V;00008;V;00007;V;00007;V;00006;V;00006;V;00007;V;00007;V;00006;V;00005;V;00005;V;00005;V;00006;V;00007;V;00007;V
28;079;4;1;28079004_1_38;2021;07;24;00008;V;00008;V;00008;V;00009;V;00008;V;00009;V;00010;V;00009;V;00009;V;00008;V;00008;V;00008;V;00008;V;00007;V;00007;V;00006;V;00006;V;00006;V;00005;V;00005;V;00005;V;00005;V;00007;V;00008;V
28;079;4;1;28079004_1_38;2021;07;25;00008;V;00008;V;00008;V;00008;V;00009;V;00008;V;00009;V;00009;V;00009;V;00009;V;00009;V;00008;V;00008;V;00007;V;00006;V;00006;V;00006;V;00006;V;00005;V;00006;V;00005;V;00006;V;00007;V;00008;V
28;079;4;1;28079004_1_38;2021;07;26;00009;V;00009;V;00012;N;00016;N;00012;N;00012;N;00016;N;00011;N;00012;V;00011;V;00013;N;00010;N;00013;N;00008;N;00012;N;00009;N;00006;V;00006;V;00006;V;00006;V;00007;V;00007;V;00008;V;00008;V
28;079;4;1;28079004_1_38;2021;07;27;00008;V;00009;V;00009;V;00009;V;00009;V;00009;V;00012;N;00017;N;00016;N;00009;V;00009;V;00008;V;00008;V;00007;V;00006;V;00006;V;00007;V;00006;V;00006;V;00005;V;00006;V;00006;V;00007;V;00007;V
28;079;4;1;28079004_1_38;2021;07;28;00008;V;00008;V;00008;V;00009;V;00009;V;00009;V;00009;V;00010;V;00010;V;00009;V;00008;V;00012;N;00010;N;00007;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V;00006;V;00006;V;00006;V;00007;V
28;079;4;1;28079004_1_38;2021;07;29;00007;V;00008;V;00008;V;00008;V;00008;V;00009;V;00009;V;00009;V;00009;V;00009;V;00008;V;00008;V;00008;V;00007;V;00006;V;00007;V;00006;V;00006;V;00006;V;00006;V;00005;V;00006;V;00007;V;00007;V
28;079;4;1;28079004_1_38;2021;07;30;00008;V;00008;V;00008;V;00009;V;00009;V;00009;V;00009;V;00009;V;00009;V;00009;V;00008;V;00007;V;00007;V;00007;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V;00005;V;00006;V;00006;V;00007;V
28;079;4;1;28079004_1_38;2021;07;31;00008;V;00008;V;00008;V;00008;V;00008;V;00009;V;00009;V;00009;V;00009;V;00012;N;00009;V;00009;V;00008;V;00008;V;00007;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00008;V;00009;V;00009;N
28;079;4;6;28079004_6_48;2021;07;01;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;02;000.2;V;000.2;V;000.3;V;000.2;V;000.3;V;000.2;V;000.2;V;000.3;V;000.4;V;000.5;N;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.2;V;000.1;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;03;000.1;V;000.2;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2021;07;04;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2021;07;05;000.2;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.4;V;000.3;V;000.5;N;000.2;N;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2021;07;06;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;07;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;08;000.3;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;00000;N;000.1;N;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V
28;079;4;6;28079004_6_48;2021;07;09;000.5;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.3;V;000.2;V;000.3;V;000.4;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.2;V;000.2;V;000.3;V;000.5;V;000.4;V
28;079;4;6;28079004_6_48;2021;07;10;000.4;V;000.3;V;000.3;V;000.2;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.3;V;000.4;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V
28;079;4;6;28079004_6_48;2021;07;11;000.4;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;12;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.2;V;000.3;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;000.1;N;000.7;N;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;13;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.3;V;000.2;V;000.7;N;000.2;V;000.3;N;000.6;N;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;14;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;15;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2021;07;16;000.4;V;000.3;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;N;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.5;V;000.4;V
28;079;4;6;28079004_6_48;2021;07;17;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.5;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;18;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;19;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.6;N;000.4;N;000.7;N;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V
28;079;4;6;28079004_6_48;2021;07;20;000.4;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;21;000.3;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2021;07;22;000.3;V;000.5;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.6;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.3;V
28;079;4;6;28079004_6_48;2021;07;23;000.5;V;000.6;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.8;V;000.6;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;24;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;25;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.1;V
28;079;4;6;28079004_6_48;2021;07;26;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.3;V;000.4;V;000.4;V;000.2;V;000.2;N;000.2;V;000.2;V;000.1;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V
28;079;4;6;28079004_6_48;2021;07;27;000.3;V;000.4;V;000.3;V;000.2;V;000.2;V;000.1;V;000.1;V;000.2;V;000.4;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;28;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;29;000.3;V;000.3;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V
28;079;4;6;28079004_6_48;2021;07;30;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2021;07;31;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V
28;079;4;7;28079004_7_8;2021;07;01;00001;V;00007;V;00005;V;00011;V;00001;V;00001;V;00004;V;00058;V;00061;V;00022;V;00013;V;00008;V;00012;V;00009;V;00006;V;00016;V;00008;V;00010;V;00008;V;00006;V;00006;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;02;00002;V;00001;V;00003;V;00004;V;00013;V;00005;V;00005;V;00037;V;00105;V;00090;N;00042;V;00019;V;00017;V;00012;V;00006;V;00009;V;00007;V;00003;V;00004;V;00004;V;00004;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;03;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00016;V;00037;V;00011;V;00010;V;00009;V;00009;V;00009;V;00004;V;00004;V;00004;V;00005;V;00005;V;00003;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;04;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;05;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00002;V;00043;N;00045;N;00021;N;00011;N;00009;N;00008;N;00006;V;00002;V;00004;V;00003;V;00003;V;00005;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;06;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00006;V;00015;V;00011;V;00009;V;00016;V;00019;V;00026;V;00006;V;00047;N;00013;V;00008;V;00012;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;07;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00043;V;00061;V;00036;V;00011;V;00016;V;00022;V;00022;V;00002;V;00027;V;00016;V;00101;N;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;08;00003;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00007;V;00008;V;00010;V;00012;V;00015;V;00023;V;00002;V;00010;V;00013;V;00000;N;00009;N;00002;V;00001;V;00001;V;00001;V;00005;V
28;079;4;7;28079004_7_8;2021;07;09;00018;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00009;V;00009;V;00011;V;00009;V;00008;V;00004;V;00002;V;00006;V;00003;V;00001;V;00001;V;00001;V;00001;V;00005;V;00023;V;00008;V
28;079;4;7;28079004_7_8;2021;07;10;00009;V;00002;V;00002;V;00001;V;00001;V;00001;V;00002;V;00018;V;00058;V;00011;V;00006;V;00005;V;00006;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00020;V
28;079;4;7;28079004_7_8;2021;07;11;00004;V;00009;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;12;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00029;V;00040;V;00034;V;00007;V;00012;V;00015;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00001;N;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;13;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00020;V;00012;V;00007;V;00013;V;00011;V;00008;V;00002;V;00024;V;00014;V;00008;V;00016;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;14;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00008;V;00023;V;00015;V;00011;V;00009;V;00010;V;00007;V;00002;V;00006;V;00008;V;00003;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;15;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00008;V;00012;V;00006;V;00008;V;00007;V;00006;V;00001;V;00006;V;00005;V;00012;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V
28;079;4;7;28079004_7_8;2021;07;16;00004;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00004;N;00047;N;00013;N;00064;N;00031;V;00006;V;00001;V;00010;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00034;N;00009;N
28;079;4;7;28079004_7_8;2021;07;17;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00006;V;00042;N;00018;N;00002;V;00004;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;18;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;19;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00018;V;00040;V;00031;V;00014;V;00026;V;00023;V;00009;V;00001;V;00007;V;00010;V;00007;V;00004;V;00001;V;00001;V;00001;V;00001;V;00003;V
28;079;4;7;28079004_7_8;2021;07;20;00006;V;00007;V;00001;V;00002;V;00002;V;00001;V;00001;V;00034;N;00060;N;00076;N;00026;V;00018;V;00011;V;00006;V;00001;V;00005;V;00006;V;00003;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;21;00001;V;00010;V;00002;V;00001;V;00001;V;00001;V;00002;V;00037;N;00076;N;00007;V;00005;V;00004;V;00005;V;00003;V;00002;V;00002;V;00002;V;00003;V;00001;V;00001;V;00001;V;00001;V;00002;V;00005;V
28;079;4;7;28079004_7_8;2021;07;22;00001;V;00008;V;00002;V;00003;V;00001;V;00005;V;00003;V;00008;V;00066;V;00017;V;00008;V;00009;V;00004;V;00003;V;00001;V;00003;V;00003;V;00003;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;23;00005;V;00021;V;00008;V;00003;V;00001;V;00001;V;00002;V;00022;V;00205;N;00084;V;00011;V;00006;V;00005;V;00003;V;00002;V;00003;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;24;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00007;V;00004;V;00004;V;00002;V;00001;V;00002;V;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;25;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00003;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;26;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00022;V;00068;V;00037;V;00006;V;00004;N;00007;V;00009;V;00001;V;00003;V;00011;V;00003;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2021;07;27;00001;V;00007;V;00003;V;00001;V;00001;V;00001;V;00001;V;00025;V;00098;N;00008;V;00007;V;00007;V;00009;V;00003;V;00002;V;00004;V;00013;V;00007;V;00005;V;00001;V;00001;V;00001;V;00001;V;00001;V
