PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;8;1;28079008_1_38;2021;12;23;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V
28;079;8;1;28079008_1_38;2021;12;24;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V
28;079;8;1;28079008_1_38;2021;12;25;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;N;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V
28;079;8;1;28079008_1_38;2021;12;26;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V;00002;V;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V
28;079;8;1;28079008_1_38;2021;12;27;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V
28;079;8;1;28079008_1_38;2021;12;28;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V
28;079;8;1;28079008_1_38;2021;12;29;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00002;N;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V
28;079;8;1;28079008_1_38;2021;12;30;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;N;00004;V;00005;V;00005;V;00005;V;00005;V;00004;V
28;079;8;1;28079008_1_38;2021;12;31;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00004;V;00005;V;00006;V;00005;V;00004;V
28;079;8;6;28079008_6_48;2021;12;01;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V;000.4;V;000.5;V;000.6;V;000.7;V;000.6;V;000.6;V;000.5;V;000.6;V;000.6;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V
28;079;8;6;28079008_6_48;2021;12;02;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;N;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V
28;079;8;6;28079008_6_48;2021;12;03;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.6;V;000.5;V;000.6;V;000.5;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.6;V;000.5;V;000.5;V;000.5;V;000.4;V
28;079;8;6;28079008_6_48;2021;12;04;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V
28;079;8;6;28079008_6_48;2021;12;05;000.4;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;N;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;8;6;28079008_6_48;2021;12;06;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.4;V;000.4;V;000.4;V
28;079;8;6;28079008_6_48;2021;12;07;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.5;V;000.5;V;000.4;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;8;6;28079008_6_48;2021;12;08;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;8;6;28079008_6_48;2021;12;09;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;8;6;28079008_6_48;2021;12;10;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.2;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;N;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V
28;079;8;6;28079008_6_48;2021;12;11;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.4;V;000.5;V;000.7;V;000.6;V;000.6;V;000.5;V;000.5;V
28;079;8;6;28079008_6_48;2021;12;12;000.4;V;000.6;V;000.7;V;000.7;V;000.5;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.5;V;000.5;V;000.5;V;001.1;V;001.1;V;000.8;V
28;079;8;6;28079008_6_48;2021;12;13;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.5;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.5;V;000.6;V;000.7;V;001.0;V;001.1;V;000.6;V;000.3;V
28;079;8;6;28079008_6_48;2021;12;14;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.4;V;000.6;V;000.5;V;000.4;V;00000;N;000.4;N;000.4;V;000.4;V;000.3;V;000.4;V;000.7;N;001.6;N;002.6;N;003.2;N;002.1;N;000.7;N;000.5;V
28;079;8;6;28079008_6_48;2021;12;15;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.4;V;000.4;V;000.8;N;001.0;V;001.3;V;001.9;N;001.5;N;001.0;V;001.2;V
28;079;8;6;28079008_6_48;2021;12;16;000.7;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.6;V;000.8;V;000.7;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.5;V;000.6;V;000.6;V;000.6;V;000.4;V;000.3;V
28;079;8;6;28079008_6_48;2021;12;17;000.4;V;000.3;V;000.5;V;000.3;V;000.2;V;000.2;V;000.3;V;000.4;V;000.5;V;000.7;V;000.9;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.6;V;000.7;V;000.6;V;000.5;V
28;079;8;6;28079008_6_48;2021;12;18;000.4;V;000.5;V;000.6;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V
28;079;8;6;28079008_6_48;2021;12;19;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.2;V;000.3;V;000.3;V;000.4;V;000.6;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.5;V;000.5;V;000.5;V
28;079;8;6;28079008_6_48;2021;12;20;000.6;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.5;V;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.4;V;000.6;N;000.6;V;000.6;V;000.6;V;000.4;V;000.4;V;000.4;V
28;079;8;6;28079008_6_48;2021;12;21;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.5;V;000.5;V;000.7;V;000.5;V;000.4;V;000.4;V;000.5;V;000.4;V;000.6;V;000.6;V;000.7;V;000.7;V;000.8;V;000.8;V;000.7;V;000.7;V;000.5;V
28;079;8;6;28079008_6_48;2021;12;22;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.7;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.4;V;000.5;V;000.5;V;000.6;V;000.6;V;000.6;V
28;079;8;6;28079008_6_48;2021;12;23;000.7;V;000.5;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.5;V;000.5;V;000.4;V;000.3;V;000.3;V
28;079;8;6;28079008_6_48;2021;12;24;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.2;V;000.3;V
28;079;8;6;28079008_6_48;2021;12;25;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;N;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;8;6;28079008_6_48;2021;12;26;000.3;V;000.4;V;000.4;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V
28;079;8;6;28079008_6_48;2021;12;27;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;8;6;28079008_6_48;2021;12;28;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V
28;079;8;6;28079008_6_48;2021;12;29;000.3;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;N;000.3;V;000.4;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.5;V;000.4;V;000.4;V;000.6;V;000.7;V;000.8;V
28;079;8;6;28079008_6_48;2021;12;30;000.9;V;000.6;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;N;000.9;V;001.3;V;001.6;V;001.4;V;000.8;V;000.4;V
28;079;8;6;28079008_6_48;2021;12;31;000.4;V;000.3;V;000.3;V;000.4;V;000.3;V;000.2;V;000.3;V;000.3;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.8;V;001.6;V;002.0;V;001.0;V;000.4;V
28;079;8;7;28079008_7_8;2021;12;01;00009;V;00014;V;00049;V;00065;V;00052;V;00062;V;00067;V;00108;V;00135;V;00136;V;00106;V;00071;V;00086;V;00092;V;00009;V;00004;V;00010;V;00008;V;00006;V;00007;V;00006;V;00002;V;00003;V;00004;V
28;079;8;7;28079008_7_8;2021;12;02;00004;V;00003;V;00002;V;00002;V;00002;V;00002;V;00005;V;00011;V;00013;V;00003;V;00005;V;00006;V;00007;N;00006;V;00006;V;00005;V;00005;V;00005;V;00006;V;00005;V;00007;V;00006;V;00008;V;00004;V
28;079;8;7;28079008_7_8;2021;12;03;00002;V;00002;V;00003;V;00002;V;00002;V;00003;V;00005;V;00015;V;00013;V;00008;V;00007;V;00006;V;00005;V;00006;V;00007;V;00007;V;00007;V;00015;V;00008;V;00005;V;00003;V;00003;V;00003;V;00001;V
28;079;8;7;28079008_7_8;2021;12;04;00003;V;00004;V;00004;V;00002;V;00004;V;00003;V;00003;V;00003;V;00004;V;00010;V;00007;V;00003;V;00005;V;00005;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V;00002;V;00003;V;00003;V;00005;V
28;079;8;7;28079008_7_8;2021;12;05;00003;V;00002;V;00002;V;00001;V;00001;V;00001;N;00001;N;00001;N;00001;N;00001;N;00001;N;00001;N;00001;N;00001;N;00001;N;00001;N;00001;N;00003;N;00003;V;00005;V;00004;V;00003;V;00002;V;00003;V
28;079;8;7;28079008_7_8;2021;12;06;00003;V;00003;V;00002;V;00001;V;00002;V;00002;V;00002;V;00002;V;00003;V;00004;V;00004;V;00004;V;00004;V;00005;V;00004;V;00003;V;00003;V;00005;V;00005;V;00008;V;00003;V;00001;V;00003;V;00005;V
28;079;8;7;28079008_7_8;2021;12;07;00002;V;00002;V;00002;V;00003;V;00002;V;00001;V;00005;V;00007;V;00012;V;00002;V;00002;V;00002;V;00002;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V
28;079;8;7;28079008_7_8;2021;12;08;00002;V;00002;V;00002;V;00001;V;00002;V;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00002;V;00002;V;00001;V;00002;V;00002;V
28;079;8;7;28079008_7_8;2021;12;09;00001;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00002;V;00002;V;00001;V
28;079;8;7;28079008_7_8;2021;12;10;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;N;00002;V;00002;V;00001;V;00002;V;00001;V;00002;V
28;079;8;7;28079008_7_8;2021;12;11;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V
28;079;8;7;28079008_7_8;2021;12;12;00002;V;00002;V;00002;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00003;V;00003;V
28;079;8;7;28079008_7_8;2021;12;13;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00004;V;00003;V;00002;V
28;079;8;7;28079008_7_8;2021;12;14;00002;V;00002;V;00002;V;00002;V;00001;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00000;N;00025;N;00024;V;00023;V;00014;V;00017;V;00033;V;00204;V;00654;N;00446;V;00297;V;00067;V;00025;V
28;079;8;7;28079008_7_8;2021;12;15;00011;V;00004;V;00007;V;00002;V;00001;V;00002;V;00004;V;00023;V;00047;V;00043;V;00039;V;00034;V;00035;V;00024;V;00010;V;00010;V;00020;V;00101;N;00149;V;00182;V;00258;V;00236;V;00155;V;00184;V
28;079;8;7;28079008_7_8;2021;12;16;00088;V;00017;V;00012;V;00004;V;00003;V;00007;V;00022;V;00095;V;00154;V;00151;V;00065;V;00020;V;00016;V;00013;V;00016;V;00023;V;00017;V;00021;V;00037;V;00065;V;00055;V;00048;V;00014;V;00006;V
28;079;8;7;28079008_7_8;2021;12;17;00013;V;00004;V;00030;V;00013;V;00003;V;00002;V;00012;V;00047;V;00076;V;00084;V;00107;V;00068;V;00042;V;00019;V;00012;V;00012;V;00010;V;00016;V;00023;V;00032;V;00034;V;00081;V;00052;V;00036;V
28;079;8;7;28079008_7_8;2021;12;18;00024;V;00035;V;00047;V;00014;V;00012;V;00006;V;00011;V;00015;V;00014;V;00021;V;00021;V;00016;V;00012;V;00009;V;00007;V;00006;V;00007;V;00007;V;00014;V;00016;V;00012;V;00008;V;00005;V;00002;V
28;079;8;7;28079008_7_8;2021;12;19;00002;V;00002;V;00001;V;00002;V;00001;V;00002;V;00002;V;00001;V;00002;V;00003;V;00008;V;00010;V;00006;V;00007;V;00006;V;00005;V;00004;V;00004;V;00008;V;00014;V;00022;V;00021;V;00019;V;00017;V
28;079;8;7;28079008_7_8;2021;12;20;00020;V;00011;V;00010;V;00010;V;00005;V;00005;V;00011;V;00041;V;00054;V;00048;V;00044;V;00033;V;00041;V;00031;V;00025;V;00029;V;00030;V;00037;N;00060;V;00082;V;00068;V;00023;V;00011;V;00005;V
28;079;8;7;28079008_7_8;2021;12;21;00002;V;00001;V;00002;V;00005;V;00002;V;00007;V;00024;V;00059;V;00058;V;00089;V;00055;V;00041;V;00040;V;00045;V;00032;V;00054;V;00070;V;00094;V;00101;V;00099;V;00110;V;00079;V;00066;V;00047;V
28;079;8;7;28079008_7_8;2021;12;22;00031;V;00010;V;00004;V;00004;V;00004;V;00004;V;00016;V;00045;V;00065;V;00070;V;00054;V;00048;V;00021;V;00011;V;00011;V;00006;V;00009;V;00012;V;00018;V;00031;V;00030;V;00029;V;00024;V;00031;V
28;079;8;7;28079008_7_8;2021;12;23;00084;V;00067;V;00018;V;00006;V;00002;V;00007;V;00007;V;00014;V;00026;V;00040;V;00030;V;00028;V;00029;V;00017;V;00016;V;00008;V;00009;V;00013;V;00041;V;00039;V;00033;V;00024;V;00015;V;00008;V
28;079;8;7;28079008_7_8;2021;12;24;00005;V;00006;V;00003;V;00002;V;00005;V;00004;V;00005;V;00011;V;00012;V;00015;V;00016;V;00015;V;00014;V;00012;V;00012;V;00009;V;00012;V;00018;V;00015;V;00016;V;00012;V;00005;V;00003;V;00004;V
28;079;8;7;28079008_7_8;2021;12;25;00004;V;00004;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00004;V;00004;V;00005;V;00005;V;00003;V;00004;V;00004;N;00005;V;00006;V;00005;V;00005;V;00004;V;00005;V
28;079;8;7;28079008_7_8;2021;12;26;00006;V;00009;V;00006;V;00005;V;00003;V;00004;V;00003;V;00004;V;00004;V;00005;V;00006;V;00009;V;00008;V;00008;V;00007;V;00005;V;00007;V;00012;V;00008;V;00009;V;00009;V;00009;V;00006;V;00005;V
28;079;8;7;28079008_7_8;2021;12;27;00005;V;00003;V;00003;V;00002;V;00003;V;00004;V;00005;V;00009;V;00012;V;00018;V;00015;V;00015;V;00012;V;00012;V;00011;V;00009;V;00009;V;00011;V;00012;V;00011;V;00010;V;00009;V;00007;V;00006;V
