PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;8;1;28079008_1_38;2021;11;23;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00003;V;00003;V;00002;V;00002;V
28;079;8;1;28079008_1_38;2021;11;24;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V
28;079;8;1;28079008_1_38;2021;11;25;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V;00003;V;00003;V
28;079;8;1;28079008_1_38;2021;11;26;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00005;V;00004;V;00003;V
28;079;8;1;28079008_1_38;2021;11;27;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00003;N;00003;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V
28;079;8;1;28079008_1_38;2021;11;28;00003;V;00002;V;00002;V;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V
28;079;8;1;28079008_1_38;2021;11;29;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;N;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00003;V;00003;V;00003;V
28;079;8;1;28079008_1_38;2021;11;30;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V;00004;V;00004;V;00004;V;00003;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V
28;079;8;6;28079008_6_48;2021;11;01;000.2;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;N;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V
28;079;8;6;28079008_6_48;2021;11;02;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.3;V;000.3;V;000.4;V;00000;N;00000;N;000.2;N;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V
28;079;8;6;28079008_6_48;2021;11;03;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V
28;079;8;6;28079008_6_48;2021;11;04;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.5;V;000.5;V;000.4;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.4;V;000.3;V;000.3;V
28;079;8;6;28079008_6_48;2021;11;05;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.2;V
28;079;8;6;28079008_6_48;2021;11;06;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.4;V;000.3;V
28;079;8;6;28079008_6_48;2021;11;07;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.4;V;000.5;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.6;V;000.3;V;000.3;V
28;079;8;6;28079008_6_48;2021;11;08;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.5;V;000.4;V;000.6;V;000.7;V;000.8;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.3;V;000.6;V;000.7;V;000.7;V
28;079;8;6;28079008_6_48;2021;11;09;000.4;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V
28;079;8;6;28079008_6_48;2021;11;10;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.5;V
28;079;8;6;28079008_6_48;2021;11;11;000.6;V;000.6;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.6;V;000.8;V;000.7;V;000.3;V
28;079;8;6;28079008_6_48;2021;11;12;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;N;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.5;V
28;079;8;6;28079008_6_48;2021;11;13;000.5;V;000.3;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.3;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V
28;079;8;6;28079008_6_48;2021;11;14;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;8;6;28079008_6_48;2021;11;15;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;8;6;28079008_6_48;2021;11;16;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;8;6;28079008_6_48;2021;11;17;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;N;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;8;6;28079008_6_48;2021;11;18;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;N;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.4;V;000.5;V;000.5;V;000.5;V;000.3;V;000.3;V
28;079;8;6;28079008_6_48;2021;11;19;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;8;6;28079008_6_48;2021;11;20;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V
28;079;8;6;28079008_6_48;2021;11;21;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;8;6;28079008_6_48;2021;11;22;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;N;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;8;6;28079008_6_48;2021;11;23;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V
28;079;8;6;28079008_6_48;2021;11;24;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.7;V;000.6;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.5;V;000.5;V;000.6;V
28;079;8;6;28079008_6_48;2021;11;25;000.5;V;000.5;V;000.5;V;000.4;V;000.3;V;000.2;V;000.3;V;000.4;V;000.8;V;000.8;V;000.5;V;000.4;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.5;V;000.4;V;000.3;V
28;079;8;6;28079008_6_48;2021;11;26;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.4;V;000.6;V;000.8;V;000.9;V;000.6;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.6;V;000.5;V;000.7;V;000.8;V;000.5;V
28;079;8;6;28079008_6_48;2021;11;27;000.4;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;N;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V
28;079;8;6;28079008_6_48;2021;11;28;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V
28;079;8;6;28079008_6_48;2021;11;29;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.3;N;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V
28;079;8;6;28079008_6_48;2021;11;30;000.4;V;000.4;V;000.3;V;000.4;V;000.3;V;000.3;V;000.5;V;000.4;V;000.6;V;000.5;V;000.4;V;000.4;V;000.4;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.7;V;000.7;V;000.5;V;000.4;V
28;079;8;7;28079008_7_8;2021;11;01;00005;V;00004;V;00003;V;00002;V;00002;V;00003;V;00004;V;00003;V;00004;N;00005;V;00006;V;00004;V;00006;V;00006;V;00006;V;00005;V;00006;V;00005;V;00005;V;00006;V;00007;V;00005;V;00003;V;00004;V
28;079;8;7;28079008_7_8;2021;11;02;00004;V;00004;V;00001;V;00002;V;00001;V;00002;V;00003;V;00016;N;00031;N;00035;N;00000;N;00000;N;00013;N;00014;V;00011;V;00012;V;00013;V;00015;V;00014;V;00012;V;00009;V;00004;V;00004;V;00004;V
28;079;8;7;28079008_7_8;2021;11;03;00003;V;00002;V;00002;V;00002;V;00001;V;00002;V;00004;V;00013;V;00023;V;00019;V;00013;V;00013;V;00015;V;00015;V;00012;V;00011;V;00011;V;00006;V;00015;V;00015;V;00014;V;00007;V;00004;V;00003;V
28;079;8;7;28079008_7_8;2021;11;04;00005;V;00003;V;00002;V;00001;V;00001;V;00002;V;00008;V;00054;V;00078;V;00059;V;00031;V;00021;V;00027;V;00021;V;00013;V;00010;V;00007;V;00008;V;00009;V;00015;V;00024;V;00009;V;00009;V;00014;V
28;079;8;7;28079008_7_8;2021;11;05;00005;V;00002;V;00002;V;00001;V;00001;V;00002;V;00003;V;00006;V;00012;V;00016;V;00010;V;00010;V;00009;V;00008;V;00007;V;00007;V;00007;V;00005;V;00005;V;00005;V;00005;V;00005;V;00004;V;00002;V
28;079;8;7;28079008_7_8;2021;11;06;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00005;V;00006;V;00007;V;00007;V;00006;V;00006;V;00005;V;00004;V;00004;V;00004;V;00005;V;00010;V;00010;V;00035;V;00009;V;00003;V
28;079;8;7;28079008_7_8;2021;11;07;00003;V;00012;V;00011;V;00010;V;00014;V;00009;V;00010;V;00005;V;00031;V;00047;V;00021;V;00015;V;00014;V;00016;V;00015;V;00007;V;00005;V;00008;V;00018;V;00018;V;00026;V;00054;V;00006;V;00012;V
28;079;8;7;28079008_7_8;2021;11;08;00003;V;00005;V;00002;V;00008;V;00012;V;00036;V;00032;V;00116;V;00169;V;00214;V;00031;V;00015;V;00024;V;00006;V;00006;V;00005;V;00006;V;00006;V;00008;V;00021;V;00012;V;00031;V;00073;V;00088;V
28;079;8;7;28079008_7_8;2021;11;09;00040;V;00074;V;00070;V;00029;V;00044;V;00044;V;00036;V;00023;V;00046;V;00026;V;00011;V;00012;V;00017;V;00020;V;00007;V;00005;V;00005;V;00005;V;00017;V;00016;V;00014;V;00004;V;00002;V;00001;V
28;079;8;7;28079008_7_8;2021;11;10;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00003;V;00012;V;00035;V;00037;V;00028;V;00021;V;00013;V;00015;V;00016;V;00016;V;00017;V;00017;V;00023;V;00030;V;00031;V;00032;V;00075;V;00114;V
28;079;8;7;28079008_7_8;2021;11;11;00136;V;00184;V;00086;V;00067;V;00053;V;00011;V;00016;V;00052;V;00059;V;00049;V;00035;V;00037;V;00029;V;00045;V;00038;V;00035;V;00029;V;00046;V;00071;V;00116;V;00136;V;00182;V;00159;V;00034;V
28;079;8;7;28079008_7_8;2021;11;12;00009;V;00004;V;00003;V;00001;V;00002;V;00002;V;00004;V;00023;V;00043;V;00037;V;00028;V;00020;V;00016;N;00012;V;00007;V;00008;V;00011;V;00016;V;00038;V;00056;V;00043;V;00062;V;00110;V;00146;V
28;079;8;7;28079008_7_8;2021;11;13;00121;V;00060;V;00026;V;00009;V;00012;V;00005;V;00005;V;00010;V;00018;V;00012;V;00014;V;00011;V;00011;V;00009;V;00010;V;00009;V;00007;V;00018;V;00046;V;00041;V;00012;V;00007;V;00004;V;00004;V
28;079;8;7;28079008_7_8;2021;11;14;00004;V;00005;V;00006;V;00005;V;00005;V;00004;V;00016;V;00015;V;00023;V;00015;V;00014;V;00012;V;00012;V;00013;V;00015;V;00011;V;00009;V;00024;V;00013;V;00005;V;00005;V;00003;V;00003;V;00002;V
28;079;8;7;28079008_7_8;2021;11;15;00002;V;00002;V;00001;V;00001;V;00002;V;00002;V;00002;V;00005;V;00009;V;00009;V;00009;V;00009;V;00008;V;00007;V;00006;V;00006;V;00006;V;00008;V;00009;V;00008;V;00009;V;00006;V;00005;V;00003;V
28;079;8;7;28079008_7_8;2021;11;16;00007;V;00004;V;00019;V;00005;V;00002;V;00004;V;00018;V;00056;V;00054;V;00052;V;00047;V;00036;V;00039;V;00037;V;00028;V;00009;V;00005;V;00007;V;00016;V;00025;V;00028;V;00010;V;00004;V;00002;V
28;079;8;7;28079008_7_8;2021;11;17;00003;V;00002;V;00002;V;00001;V;00001;V;00001;V;00003;V;00008;V;00025;V;00021;V;00015;V;00014;V;00010;N;00008;V;00007;V;00008;V;00008;V;00012;V;00020;V;00036;V;00021;V;00008;V;00004;V;00002;V
28;079;8;7;28079008_7_8;2021;11;18;00002;V;00002;V;00002;V;00002;V;00009;V;00002;V;00003;V;00010;V;00023;V;00021;V;00017;V;00022;V;00022;V;00017;V;00011;V;00009;V;00009;V;00012;V;00031;V;00049;V;00058;V;00072;V;00035;V;00021;V
28;079;8;7;28079008_7_8;2021;11;19;00008;V;00003;V;00003;V;00003;V;00001;V;00002;V;00004;V;00019;V;00038;V;00036;V;00020;V;00013;V;00011;V;00014;V;00009;V;00010;V;00007;V;00008;V;00007;V;00008;V;00015;V;00008;V;00006;V;00004;V
28;079;8;7;28079008_7_8;2021;11;20;00006;V;00010;V;00003;V;00002;V;00001;V;00002;V;00002;V;00002;V;00003;V;00004;V;00005;V;00008;V;00009;V;00009;V;00007;V;00007;V;00005;V;00007;V;00013;V;00013;V;00016;V;00011;V;00005;V;00005;V
28;079;8;7;28079008_7_8;2021;11;21;00004;V;00004;V;00008;V;00008;V;00004;V;00006;V;00004;V;00006;V;00007;V;00016;V;00022;V;00016;V;00010;V;00008;V;00007;V;00007;V;00005;V;00008;V;00008;V;00008;V;00016;V;00021;V;00009;V;00012;V
28;079;8;7;28079008_7_8;2021;11;22;00011;V;00034;V;00038;V;00027;V;00018;V;00013;V;00023;V;00042;V;00074;V;00083;V;00047;V;00041;V;00038;N;00022;V;00017;V;00014;V;00013;V;00017;V;00014;V;00007;V;00008;V;00006;V;00004;V;00003;V
28;079;8;7;28079008_7_8;2021;11;23;00003;V;00003;V;00004;V;00003;V;00003;V;00003;V;00005;V;00017;V;00025;V;00026;V;00025;V;00011;V;00012;V;00012;V;00010;V;00016;V;00016;V;00021;V;00014;V;00026;V;00021;V;00017;V;00009;V;00003;V
28;079;8;7;28079008_7_8;2021;11;24;00003;V;00002;V;00003;V;00002;V;00002;V;00002;V;00008;V;00041;V;00089;V;00055;V;00035;V;00037;V;00040;V;00026;V;00021;V;00020;V;00021;V;00024;V;00019;V;00022;V;00023;V;00023;V;00031;V;00034;V
28;079;8;7;28079008_7_8;2021;11;25;00028;V;00034;V;00023;V;00016;V;00009;V;00003;V;00013;V;00028;V;00107;V;00127;V;00083;V;00041;V;00027;V;00017;V;00019;V;00021;V;00024;V;00022;V;00018;V;00029;V;00019;V;00012;V;00004;V;00003;V
28;079;8;7;28079008_7_8;2021;11;26;00004;V;00005;V;00006;V;00015;V;00007;V;00014;V;00021;V;00067;V;00132;V;00149;V;00097;V;00060;V;00047;V;00026;V;00009;V;00014;V;00009;V;00011;V;00020;V;00039;V;00032;V;00044;V;00079;V;00026;V
28;079;8;7;28079008_7_8;2021;11;27;00019;V;00010;V;00005;V;00005;V;00003;V;00003;V;00004;V;00005;V;00006;V;00010;V;00012;V;00008;V;00007;N;00008;V;00008;V;00006;V;00007;V;00004;V;00006;V;00016;V;00010;V;00007;V;00006;V;00008;V
28;079;8;7;28079008_7_8;2021;11;28;00009;V;00007;V;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V;00005;V;00007;V;00007;V;00008;V;00007;V;00008;V;00006;V;00007;V;00009;V;00010;V;00011;V;00011;V;00007;V;00005;V;00004;V
28;079;8;7;28079008_7_8;2021;11;29;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00004;V;00015;V;00020;V;00009;N;00009;V;00008;V;00012;V;00015;V;00012;V;00010;V;00013;V;00015;V;00016;V;00016;V;00021;V;00018;V;00013;V;00009;V
28;079;8;7;28079008_7_8;2021;11;30;00014;V;00015;V;00003;V;00016;V;00012;V;00006;V;00047;V;00056;V;00069;V;00053;V;00038;V;00035;V;00033;V;00053;V;00028;V;00017;V;00025;V;00019;V;00024;V;00033;V;00051;V;00041;V;00016;V;00009;V
